timestamp,model_name,benchmark,accuracy,memory_utilization,model_runtime,additional_results
2024-11-21 11:32:53,qwen2_4bit,vqa2,0.8403755074739456,1457848656,186.27353525161743,0.0
2024-11-21 11:40:50,qwen2_8bit,vqa2,0.9077363305091858,2444558672,465.0162696838379,0.0
2024-11-21 11:42:52,qwen2_32bit,vqa2,0.9310666514635086,8835949904,111.66514134407043,0.0
2024-11-21 11:56:06,video_llava_4bit,vqa2,0.7336366030573845,4081135888,536.1442437171936,0.0
2024-11-21 12:21:41,video_llava_8bit,vqa2,0.7324023712277412,7631614224,1520.0956168174744,0.0
2024-11-21 12:32:51,video_llava_32bit,vqa2,0.7453939850330353,29465129232,654.4733037948608,0.0
2024-11-21 12:50:46,idefics2_4bit,vqa2,0.9284647698402404,4605581792,527.700835943222,0.0
2024-11-21 13:20:22,idefics2_8bit,vqa2,0.9325018073916436,8673231328,1224.273596048355,0.0
2024-11-21 14:16:33,idefics2_32bit,vqa2,0.9312592497467996,33611080640,3326.136284828186,0.0
2024-11-21 14:33:03,phi3_5_4bit,vqa2,0.6940760865211487,2371420680,832.7599601745605,0.0
2024-11-21 14:58:04,phi3_5_8bit,vqa2,0.7023498987555504,4345365000,1446.3178033828735,0.0
2024-11-21 15:14:14,phi3_5_32bit,vqa2,0.7008818162679672,16586496520,932.8969750404358,0.0
2024-11-21 15:16:43,qwen2_4bit,docvqa,0.1224883881761447,1457848656,66.98035955429077,0.7295794408023357
2024-11-21 15:19:48,qwen2_8bit,docvqa,0.3203984176732342,2444558672,178.05592918395996,0.8049360439181328
2024-11-21 15:20:39,qwen2_32bit,docvqa,0.477183595973623,8835949904,42.50411105155945,0.858202206492424
2024-11-21 15:27:49,video_llava_4bit,docvqa,0.0144568600846037,4081135888,181.31993103027344,0.6746890236437321
2024-11-21 15:36:26,video_llava_8bit,docvqa,0.012790193417937,7631614224,506.624990940094,0.6760708205401897
2024-11-21 15:40:18,video_llava_32bit,docvqa,0.0251711457988894,29465129232,220.3760130405426,0.6795340271294117
2024-11-21 15:55:01,idefics2_4bit,docvqa,0.5903707700374817,4605581792,341.91760540008545,0.9042640033364296
2024-11-21 16:13:57,idefics2_8bit,docvqa,0.6544550261675632,8673231328,592.2354278564453,0.922057302892208
2024-11-21 16:55:53,idefics2_32bit,docvqa,0.6789733342483713,33611080640,2440.806931257248,0.9256894037127494
2024-11-21 17:00:27,phi3_5_4bit,docvqa,0.538508009088221,2371420680,120.01456880569458,0.8854292666912079
2024-11-21 17:04:04,phi3_5_8bit,docvqa,0.5381189342679087,4345365000,207.83357691764832,0.8827512630820274
2024-11-21 17:06:43,phi3_5_32bit,docvqa,0.5578469348709093,16586496520,149.31681656837463,0.8879106059670449
2024-11-21 17:16:19,qwen2_4bit,scienceqa,12.444224095190878,1457848656,469.4974784851074,0.7064358659705492
2024-11-21 17:45:36,qwen2_8bit,scienceqa,4.263758056519584,2444558672,1745.4607827663422,0.6448610365449879
2024-11-21 17:53:56,qwen2_32bit,scienceqa,4.709965294992563,8835949904,419.8586416244507,0.6450996942962227
2024-11-21 18:18:14,video_llava_4bit,scienceqa,7.7838373822508675,4081135888,1189.661243200302,0.6230772795597987
2024-11-21 19:18:04,video_llava_8bit,scienceqa,9.0233019335647,7631614224,3563.006327390671,0.6291860188064329
2024-11-21 19:57:53,video_llava_32bit,scienceqa,8.824987605354487,29465129232,2117.1180686950684,0.6268052476641561
2024-11-21 20:39:03,idefics2_4bit,scienceqa,0.0,4605581792,1887.339482545853,0.6113474895945857
2024-11-21 22:43:56,idefics2_8bit,scienceqa,0.0,8673231328,7072.2993178367615,0.6107705152738077
2024-11-22 23:56:27,idefics2_32bit,scienceqa,0.0,33611080640,3207.48246216774,0.6121801731606551
2024-11-23 00:27:39,phi3_5_4bit,scienceqa,0.0,2371420680,1682.9355580806732,0.5629138332903828
2024-11-23 01:18:22,phi3_5_8bit,scienceqa,0.0991571641051065,4345365000,2999.2370250225067,0.5630247514024488
2024-11-23 01:53:42,phi3_5_32bit,scienceqa,0.0991571641051065,16586496520,2055.959895849228,0.5634900148871161
2024-11-26 15:09:12,llavanext_4bit,vqa2,0.7398452709913254,3928425224,1061.2835485935211,0.0
2024-11-26 15:43:58,llavanext_8bit,vqa2,0.8033473409414291,7327908616,2071.681386947632,0.0
2024-11-26 16:23:51,llavanext_32bit,vqa2,0.7772907391786575,28253737736,2152.0332634449005,0.0
2024-11-26 16:28:38,llavanext_4bit,docvqa,0.0494363416663091,3928425224,273.2830672264099,0.7223644536733628
2024-11-26 16:38:51,llavanext_8bit,docvqa,0.1104711823571068,7327908616,602.8082642555237,0.7448163509368897
2024-11-26 16:47:53,llavanext_32bit,docvqa,0.084951644877043,28253737736,530.4588830471039,0.7336930361390114
2024-11-26 17:21:14,llavanext_4bit,scienceqa,3.17302925136341,3928425224,1960.1861424446104,0.5835251036290787
2024-11-26 18:43:40,llavanext_8bit,scienceqa,1.289043133366386,7327908616,4923.984703063965,0.5809094415599897
2024-11-26 19:51:47,llavanext_32bit,scienceqa,4.709965294992563,28253737736,3820.797748565674,0.6120831115179625
2024-11-29 19:57:03,qwen2_4bit,flickr30k,0.0,1457848656,110.42292833328248,0.761638725399971
2024-11-29 20:00:56,qwen2_8bit,flickr30k,0.129409341934566,2444558672,187.229588508606,0.8285834097862244
2024-11-29 20:01:42,qwen2_32bit,flickr30k,0.1373584868220713,8835949904,38.28525185585022,0.821506530046463
2024-11-29 20:11:54,video_llava_4bit,flickr30k,0.0,4081135888,334.78706908226013,0.8199397015571595
2024-11-29 20:29:32,video_llava_8bit,flickr30k,0.0,7631614224,956.2640390396118,0.8179468727111816
2024-11-29 22:12:43,video_llava_32bit,flickr30k,0.0,29465129232,6004.178386926651,0.8191330140829086
2024-11-29 22:20:33,phi3_5_4bit,flickr30k,0.1336019672111204,2371420680,304.6074969768524,0.8417767822742462
2024-11-30 13:20:39,phi3_5_8bit,flickr30k,0.13408229653090764,4345365000,314.365700006485,0.8387481844425202
2024-11-29 22:47:20,phi3_5_32bit,flickr30k,0.122753828069718,16586496520,318.0283281803131,0.8333770418167115
2024-11-29 22:59:59,llavanext_4bit,flickr30k,0.0,3928425224,490.9690222740173,0.8062820082902908
2024-11-29 23:22:00,llavanext_8bit,flickr30k,0.0,7327908616,1309.6746017932892,0.8034614431858063
2024-11-30 02:35:44,llavanext_32bit,flickr30k,0.0,28253737736,11581.408203840256,0.8048878514766693
2024-11-30 02:49:46,idefics2_4bit,flickr30k,0.0105565862708719,4605581792,2.474297456741333,0.7884237551689148
2024-11-30 12:32:22,idefics2_8bit,flickr30k,0.0162384044526901,8673231328,4.48499995470047,0.7984267318248749
2024-11-30 13:04:40,idefics2_32bit,flickr30k,0.0162384044526901,33611080640,17.711540644168853,0.7971671843528747
